Nom,Type,Téléphone Principal,Tous les Téléphones,Email Principal,Tous les Emails,Site Web,Adresse,Code Postal,Ville,Pays,Latitude,Longitude,Note,Nombre d'avis,Niveau de Prix,Ouvert Maintenant,Description,Services,Commodités,Réseaux Sociaux,Nombre de Photos,Propriétaire,Établissement Vérifié,URL Google Maps
"Raphaële Hennemann","Avocat","02 52 35 22 29","","","","http://hennemann-avocat.fr/","","","Angers","FR","47.4747366","-0.5600747","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Rapha%C3%ABle+Hennemann/data=!4m7!3m6!1s0x480878c4f8c9032b:0x75b282a3aaa83553!8m2!3d47.4747366!4d-0.5600747!16s%2Fg%2F11vs7v0pmq!19sChIJKwPJ-MR4CEgRUzWoqqOCsnU?authuser=0&hl=fr&rclk=1"
"Quilichini Guillaume","Avocat","02 41 88 53 01","","","","","10 Rue Chaussée St Pierre02 41 88 53 01","","Angers","FR","47.470969","-0.5530328","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Quilichini+Guillaume/data=!4m7!3m6!1s0x480878c1e013facb:0x2be1bcdc856c1292!8m2!3d47.470969!4d-0.5530328!16s%2Fg%2F1txnnvl6!19sChIJy_oT4MF4CEgRkhJshdy84Ss?authuser=0&hl=fr&rclk=1"
"Cabinet d’Avocats Boucheron et Associés","Avocat","02 41 86 11 33","","","","","19 Rue René Rouchy","","Angers","FR","47.479301","-0.5468518","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Cabinet+d%E2%80%99Avocats+Boucheron+et+Associ%C3%A9s/data=!4m7!3m6!1s0x480878e5ce78d601:0xd85e2203f81ab1f2!8m2!3d47.479301!4d-0.5468518!16s%2Fg%2F11f17rpjvf!19sChIJAdZ4zuV4CEgR8rEa-AMiXtg?authuser=0&hl=fr&rclk=1"
"Avocat Maître ASFAR Guillaume","Avocat","02 57 54 19 96","","","","https://www.sitipro.com/avocat-angers/asfar-guillaume/","","","Angers","FR","47.4732206","-0.5461104","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Avocat+Ma%C3%AEtre+ASFAR+Guillaume/data=!4m7!3m6!1s0x480879898c8c6b6b:0x6f24bece7430413e!8m2!3d47.4732206!4d-0.5461104!16s%2Fg%2F11fcr8jfsl!19sChIJa2uMjIl5CEgRPkEwdM6-JG8?authuser=0&hl=fr&rclk=1"
"Avocat no name","Avocat","02 44 87 22 54","","","","","1 Rue de Buffon02 44 87 22 54","","Angers","FR","47.4764236","-0.5492337","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Avocat+no+name/data=!4m7!3m6!1s0x480878e890d00001:0x52883c2f0332818!8m2!3d47.4764236!4d-0.5492337!16s%2Fg%2F11fmddqc33!19sChIJAQDQkOh4CEgRGCgz8MKDKAU?authuser=0&hl=fr&rclk=1"
"Maître Juliette Boré","Avocat","06 59 07 96 69","","","","","","","Angers","FR","47.4782503","-0.5486408","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Ma%C3%AEtre+Juliette+Bor%C3%A9/data=!4m7!3m6!1s0x480879c6ee9749d3:0xd82a88dc5341f346!8m2!3d47.4782503!4d-0.5486408!16s%2Fg%2F11ww73bb1q!19sChIJ00mX7sZ5CEgRRvNBU9yIKtg?authuser=0&hl=fr&rclk=1"
"Raimbault Frédéric","Avocat","06 11 82 28 91","","","","http://www.steeringlegal.com/team/frederic-raimbault/","","","Angers","FR","47.474984","-0.5472847","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Raimbault+Fr%C3%A9d%C3%A9ric/data=!4m7!3m6!1s0x480878e890be308b:0x40284a11172bd67a!8m2!3d47.474984!4d-0.5472847!16s%2Fg%2F11btlv78l8!19sChIJizC-kOh4CEgRetYrFxFKKEA?authuser=0&hl=fr&rclk=1"
"Percy COAGUILA PITA","Avocat","06 42 04 23 95","","","","","","","Angers","FR","47.4741252","-0.5611991","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Percy+COAGUILA+PITA/data=!4m7!3m6!1s0x48087939dc858c97:0x754fffb91af7d7fd!8m2!3d47.4741252!4d-0.5611991!16s%2Fg%2F11x63ncpxr!19sChIJl4yF3Dl5CEgR_df3Grn_T3U?authuser=0&hl=fr&rclk=1"
"Beltrando Avocat","Avocat fiscaliste","02 85 35 96 55","","","","https://www.beltrando-avocat.fr/","23 Rue Chevreul Interphone 5 - 1er étage","","Angers","FR","47.4714612","-0.5494363","5","96","","Non","","","","","0","","Non","https://www.google.com/maps/place/Beltrando+Avocat/data=!4m7!3m6!1s0x480878ebcf08c1b7:0xaf2f7bd181599c45!8m2!3d47.4714612!4d-0.5494363!16s%2Fg%2F11ggbqjq4h!19sChIJt8EIz-t4CEgRRZxZgdF7L68?authuser=0&hl=fr&rclk=1"
"EDDE AVOCAT","Avocat","06 62 58 46 50","","","","http://edde.digital-avocat.fr/?utm_source=gmb","","","Angers","FR","47.4747366","-0.5600747","5","28","","Non","","","","","0","","Non","https://www.google.com/maps/place/EDDE+AVOCAT/data=!4m7!3m6!1s0x4808790cc9917c97:0x3dda629862c7b28d!8m2!3d47.4747366!4d-0.5600747!16s%2Fg%2F11jg_xjnk7!19sChIJl3yRyQx5CEgRjbLHYphi2j0?authuser=0&hl=fr&rclk=1"
"Maître Martin Claire","Avocat","07 70 19 38 53","","","","http://www.claire-martin-avocat.com/?utm_source=gmb","39 bis Rue Dupetit Thouars","","Angers","FR","47.4610694","-0.5521095","5","20","","Non","","","","","0","","Non","https://www.google.com/maps/place/Ma%C3%AEtre+Martin+Claire/data=!4m7!3m6!1s0x48087973d9c3ccf7:0xdb082e5e8b5ba77!8m2!3d47.4610694!4d-0.5521095!16s%2Fg%2F11j0sh342l!19sChIJ98zD2XN5CEgRd7q16OWCsA0?authuser=0&hl=fr&rclk=1"
"Aline Charlès","Avocat","07 67 94 64 19","","","","http://www.aline-charles-avocat.fr/","9 Rue Louis Gain 2ème étage","","Angers","FR","47.4700599","-0.5419063","5","35","","Non","","","","","0","","Non","https://www.google.com/maps/place/Aline+Charl%C3%A8s/data=!4m7!3m6!1s0x480878b8b2c6c8bf:0x42676033862e1eba!8m2!3d47.4700599!4d-0.5419063!16s%2Fg%2F11csb1ysb4!19sChIJv8jGsrh4CEgRuh4uhjNgZ0I?authuser=0&hl=fr&rclk=1"
"Stéphanie Chouquet-Maisonneuve","Avocat spécialisé en droit du travail","02 41 05 69 46","","","","","15 Bis Rue de la Roë","","Angers","FR","47.4732389","-0.5536271","5","11","","Non","","","","","0","","Non","https://www.google.com/maps/place/St%C3%A9phanie+Chouquet-Maisonneuve/data=!4m7!3m6!1s0x480878eafeddc567:0x17ba7515a380cabb!8m2!3d47.4732389!4d-0.5536271!16s%2Fg%2F119wcncxz!19sChIJZ8Xd_up4CEgRu8qAoxV1uhc?authuser=0&hl=fr&rclk=1"
"Maître Françoise De Stoppani","Avocat en droit du travail","02 85 52 10 01","","","","http://actil-avocats.fr/","5 Rue St Blaise","","Angers","FR","47.4696357","-0.5502157","5","11","","Non","","","","","0","","Non","https://www.google.com/maps/place/Ma%C3%AEtre+Fran%C3%A7oise+De+Stoppani/data=!4m7!3m6!1s0x480878be30d9140f:0x3ac2d6370b3764c8!8m2!3d47.4696357!4d-0.5502157!16s%2Fg%2F1vlk0y_p!19sChIJDxTZML54CEgRyGQ3CzfWwjo?authuser=0&hl=fr&rclk=1"
"Henrik de Brier - avocat","Avocat","06 28 27 40 39","","","","https://www.debrier-avocat.com/","","","Angers","FR","47.4739022","-0.5428951","5","14","","Non","","","","","0","","Non","https://www.google.com/maps/place/Henrik+de+Brier+-+avocat/data=!4m7!3m6!1s0x48087968deecdda9:0xc3cb02ce2bac9799!8m2!3d47.4739022!4d-0.5428951!16s%2Fg%2F11kq2bhd39!19sChIJqd3s3mh5CEgRmZesK84Cy8M?authuser=0&hl=fr&rclk=1"
"Maître Dominique BOUCHERON","Avocat spécialisé en droit immobilier","02 41 86 11 33","","","","","19 Rue René Rouchy","","Angers","FR","47.4792936","-0.5468159","5","3","","Non","","","","","0","","Non","https://www.google.com/maps/place/Ma%C3%AEtre+Dominique+BOUCHERON/data=!4m7!3m6!1s0x480878e5ce04d72f:0xaa78d2b8f1c5142a!8m2!3d47.4792936!4d-0.5468159!16s%2Fg%2F1t_tjpb8!19sChIJL9cEzuV4CEgRKhTF8bjSeKo?authuser=0&hl=fr&rclk=1"
"Maître Ludovic BAZIN - Avocat Angers (droit commercial, du travail et de la copropriété)","Avocat","07 82 17 12 93","","","","","77 Rue du Mail","","Angers","FR","47.4727126","-0.5492323","5","9","","Non","","","","","0","","Non","https://www.google.com/maps/place/Ma%C3%AEtre+Ludovic+BAZIN+-+Avocat+Angers+%28droit+commercial,+du+travail+et+de+la+copropri%C3%A9t%C3%A9%29/data=!4m7!3m6!1s0x480879d8ed8a347d:0x129e3de9b566434!8m2!3d47.4727126!4d-0.5492323!16s%2Fg%2F11vjx9d1qq!19sChIJfTSK7dh5CEgRNGRWm97jKQE?authuser=0&hl=fr&rclk=1"
"Manila Chanthalangsy","Avocat","06 43 16 47 25","","","","http://www.mcjb-avocats.fr/","77 Rue du Mail06 43 16 47 25","","Angers","FR","47.4727268","-0.5492192","5","4","","Non","","","","","0","","Non","https://www.google.com/maps/place/Manila+Chanthalangsy/data=!4m7!3m6!1s0x480878ba3a134759:0xd30cc11fc38b1714!8m2!3d47.4727268!4d-0.5492192!16s%2Fg%2F11h2dk14f0!19sChIJWUcTOrp4CEgRFBeLwx_BDNM?authuser=0&hl=fr&rclk=1"
"Maître Rémi HUBERT","Avocat généraliste","02 41 23 10 32","","","","https://www.remi-hubert-avocat.fr/","12 Rue Pierre Lise","","Angers","FR","47.4731302","-0.5440466","5","2","","Non","","","","","0","","Non","https://www.google.com/maps/place/Ma%C3%AEtre+R%C3%A9mi+HUBERT/data=!4m7!3m6!1s0x480edf277c6d07db:0xc958ab7c57b156b2!8m2!3d47.4731302!4d-0.5440466!16s%2Fg%2F11gzs61ff_!19sChIJ2wdtfCffDkgRslaxV3yrWMk?authuser=0&hl=fr&rclk=1"
"Vitae Avocat","Avocat","02 41 05 69 46","","","","","15 bis Rue de la Roë","","Angers","FR","47.4732389","-0.5536271","5","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/Vitae+Avocat/data=!4m7!3m6!1s0x4808791c94597293:0x94b605df102fdd3a!8m2!3d47.4732389!4d-0.5536271!16s%2Fg%2F11rgn15dpl!19sChIJk3JZlBx5CEgROt0vEN8FtpQ?authuser=0&hl=fr&rclk=1"
"Eve-Marie L'HELIAS-ROUSSEAU","Cabinet d'avocats","02 41 88 53 01","","","","https://www.proxim-avocats.com/","","","Angers","FR","47.4689188","-0.550068","5","2","","Non","","","","","0","","Non","https://www.google.com/maps/place/Eve-Marie+L%27HELIAS-ROUSSEAU/data=!4m7!3m6!1s0x48087994243ec7a9:0x5fffa16f8a7f1cdf!8m2!3d47.4689188!4d-0.550068!16s%2Fg%2F11hdglzswv!19sChIJqcc-JJR5CEgR3xx_im-h_18?authuser=0&hl=fr&rclk=1"
"Charvoz Laurence","Avocat","02 41 88 72 72","","","","https://avocat-charvoz.eu/","2 Rue Montauban","","Angers","FR","47.4701847","-0.5505939","5","4","","Non","","","","","0","","Non","https://www.google.com/maps/place/Charvoz+Laurence/data=!4m7!3m6!1s0x480878ea574ed7a7:0x6954a8287edbe5cb!8m2!3d47.4701847!4d-0.5505939!16s%2Fg%2F1thx_5g4!19sChIJp9dOV-p4CEgRy-XbfiioVGk?authuser=0&hl=fr&rclk=1"
"Morgane BOUCHARA","Avocat","06 31 55 79 11","","","","https://morganebouchara-avocat.fr/","3 Rue des Arènes","","Angers","FR","47.4682707","-0.549564","5","7","","Non","","","","","0","","Non","https://www.google.com/maps/place/Morgane+BOUCHARA/data=!4m7!3m6!1s0x4808797946dea481:0xd7e9bc7d1b559d6a!8m2!3d47.4682707!4d-0.549564!16s%2Fg%2F11rd_4ff0l!19sChIJgaTeRnl5CEgRap1VG3286dc?authuser=0&hl=fr&rclk=1"
"Descamps Patrick","Avocat pénaliste","06 18 36 98 38","","","","","16 Rue des 2 Haies","","Angers","FR","47.4713257","-0.5525309","5","5","","Non","","","","","0","","Non","https://www.google.com/maps/place/Descamps+Patrick/data=!4m7!3m6!1s0x480878ea094d9d65:0x1d7f2ac95b4d5cc2!8m2!3d47.4713257!4d-0.5525309!16s%2Fg%2F1tf_mpmt!19sChIJZZ1NCep4CEgRwlxNW8kqfx0?authuser=0&hl=fr&rclk=1"
"AURÉLIEN GOGUET AVOCAT","Avocat","02 41 34 16 50","","","","","","","Angers","FR","47.4701295","-0.5439513","5","7","","Non","","","","","0","","Non","https://www.google.com/maps/place/AUR%C3%89LIEN+GOGUET+AVOCAT/data=!4m7!3m6!1s0x480879285fc7e283:0xebc4a7b8beb8acd5!8m2!3d47.4701295!4d-0.5439513!16s%2Fg%2F11h5mcg3fc!19sChIJg-LHXyh5CEgR1ay4vrinxOs?authuser=0&hl=fr&rclk=1"
"Barret Antoine - Avocat en droit des affaires Angers","Avocat","02 41 19 90 40","","","","https://barret-avocat.com/","29 Rue Louis Gain","","Angers","FR","47.4686711","-0.5378608","5","11","","Non","","","","","0","","Non","https://www.google.com/maps/place/Barret+Antoine+-+Avocat+en+droit+des+affaires+Angers/data=!4m7!3m6!1s0x480878eaff77d8fb:0x2eb52c86d629adef!8m2!3d47.4686711!4d-0.5378608!16s%2Fg%2F1v2gd3xt!19sChIJ-9h3_-p4CEgR760p1oYstS4?authuser=0&hl=fr&rclk=1"
"CABINET AGNES VERNY","Avocat généraliste","06 60 87 15 75","","","","","","","Angers","FR","47.469876","-0.554365","5","8","","Non","","","","","0","","Non","https://www.google.com/maps/place/CABINET+AGNES+VERNY/data=!4m7!3m6!1s0x480879244c73c8d7:0xd17bcb0278de1732!8m2!3d47.469876!4d-0.554365!16s%2Fg%2F11smzkyw5b!19sChIJ18hzTCR5CEgRMhfeeALLe9E?authuser=0&hl=fr&rclk=1"
"TML AVOCAT - Maitre Teddy MARIEL","Avocat en droit du travail","","","","","","77 Rue du Mail","","Angers","FR","47.4727126","-0.5492323","5","3","","Non","","","","","0","","Non","https://www.google.com/maps/place/TML+AVOCAT+-+Maitre+Teddy+MARIEL/data=!4m7!3m6!1s0x480879af63c6fc6b:0xf9909e6305e7a200!8m2!3d47.4727126!4d-0.5492323!16s%2Fg%2F11xcr8mh82!19sChIJa_zGY695CEgRAKLnBWOekPk?authuser=0&hl=fr&rclk=1"
"Me Guerin Isabelle","Avocat","02 41 87 34 65","","","","","75 Rue Larevellière","","Angers","FR","47.471833","-0.5358869","5","12","","Non","","","","","0","","Non","https://www.google.com/maps/place/Me+Guerin+Isabelle/data=!4m7!3m6!1s0x480878f4228f0c9b:0x6bd956865579390f!8m2!3d47.471833!4d-0.5358869!16s%2Fg%2F1v96l5b0!19sChIJmwyPIvR4CEgRDzl5VYZW2Ws?authuser=0&hl=fr&rclk=1"
"BROSSET Marie - Avocat - Droit public - Commande Publique - Fonction publique","Avocat","02 41 31 30 55","","","","https://www.mbrosset-avocat.fr/","","","Angers","FR","47.4692277","-0.5477237","5","3","","Non","","","","","0","","Non","https://www.google.com/maps/place/BROSSET+Marie+-+Avocat+-+Droit+public+-+Commande+Publique+-+Fonction+publique/data=!4m7!3m6!1s0x480879e524383713:0x947529383b34b526!8m2!3d47.4692277!4d-0.5477237!16s%2Fg%2F11trk6psnx!19sChIJEzc4JOV5CEgRJrU0OzgpdZQ?authuser=0&hl=fr&rclk=1"
"Elsa AUDIDIER FICHELSON, Avocat en droit immobilier / droit de la construction à Angers (49)","Avocat","07 89 05 79 98","","","","https://www.eaf-avocat.fr/","","","Angers","FR","47.4701295","-0.5439513","5","4","","Non","","","","","0","","Non","https://www.google.com/maps/place/Elsa+AUDIDIER+FICHELSON,+Avocat+en+droit+immobilier+%2F+droit+de+la+construction+%C3%A0+Angers+%2849%29/data=!4m7!3m6!1s0x480879f04a2fa771:0x92cadef16f362205!8m2!3d47.4701295!4d-0.5439513!16s%2Fg%2F11w3mr01mb!19sChIJcacvSvB5CEgRBSI2b_HeypI?authuser=0&hl=fr&rclk=1"
"FIDUCIAL Sofiral Avocats Angers","Avocat","02 41 91 43 05","","","","http://agences.fiducial.fr/FIDUCIAL-Sofiral-Angers","31 Rue d'Orgemont","","Angers","FR","47.4540648","-0.5459098","5","2","","Non","","","","","0","","Non","https://www.google.com/maps/place/FIDUCIAL+Sofiral+Avocats+Angers/data=!4m7!3m6!1s0x4808789bde5a06d5:0xef1542df5a92668a!8m2!3d47.4540648!4d-0.5459098!16s%2Fg%2F1thf7yyl!19sChIJ1QZa3pt4CEgRimaSWt9CFe8?authuser=0&hl=fr&rclk=1"
"DEGEZ-KERJEAN Avocats","Cabinet d'avocats","02 41 81 31 54","","","","https://www.degez-kerjean.fr/","5 bis Bd du Maréchal Foch02 41 81 31 54","","Angers","FR","47.4692814","-0.5489346","5","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/DEGEZ-KERJEAN+Avocats/data=!4m7!3m6!1s0x480879f2a452e23f:0x46f5c9473c5b1d8d!8m2!3d47.4692814!4d-0.5489346!16s%2Fg%2F11jn37ztg_!19sChIJP-JSpPJ5CEgRjR1bPEfJ9UY?authuser=0&hl=fr&rclk=1"
"CAP AVOCATS","Cabinet d'avocats","02 21 81 26 62","","","","https://www.cap-avocats.fr/","14 bis Rue Louis Gain","","Angers","FR","47.4698964","-0.5428067","5","9","","Non","","","","","0","","Non","https://www.google.com/maps/place/CAP+AVOCATS/data=!4m7!3m6!1s0x480879eb7017b41d:0xcd7ca0e63dfcefe4!8m2!3d47.4698964!4d-0.5428067!16s%2Fg%2F11mdmrqrs7!19sChIJHbQXcOt5CEgR5O_8PeagfM0?authuser=0&hl=fr&rclk=1"
"BROUIN Jean","Avocat spécialisé en droit immobilier","02 41 87 30 62","","","","","9 Rue Grandet","","Angers","FR","47.4701331","-0.5490915","5","5","","Non","","","","","0","","Non","https://www.google.com/maps/place/BROUIN+Jean/data=!4m7!3m6!1s0x480878eba44b4e8f:0xbc3b65f4f6b63c02!8m2!3d47.4701331!4d-0.5490915!16s%2Fg%2F1x6q145k!19sChIJj05LpOt4CEgRAjy29vRlO7w?authuser=0&hl=fr&rclk=1"
"Marie-Astrid SAUZEAU-LIBESSART","Avocat","06 60 66 35 04","","","","https://masl-avocat.fr/","","","Angers","FR","47.4632618","-0.5537197","5","20","","Non","","","","","0","","Non","https://www.google.com/maps/place/Marie-Astrid+SAUZEAU-LIBESSART/data=!4m7!3m6!1s0x480879d2bc9152b1:0x1b52a24051cf5243!8m2!3d47.4632618!4d-0.5537197!16s%2Fg%2F11mbq3g5c0!19sChIJsVKRvNJ5CEgRQ1LPUUCiUhs?authuser=0&hl=fr&rclk=1"
"BO Avocats","Avocat fiscaliste","","","","","https://www.bo-avocats.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15433562275864249301","","","Angers","FR","47.4684671","-0.563324","5","2","","Non","","","","","0","","Non","https://www.google.com/maps/place/BO+Avocats/data=!4m7!3m6!1s0x48087992327d1c0f:0xff6c7b31b880dd!8m2!3d47.4684671!4d-0.563324!16s%2Fg%2F11vdkftv35!19sChIJDxx9MpJ5CEgR3YC4MXts_wA?authuser=0&hl=fr&rclk=1"
"Cabinet d'avocats","Avocat","02 41 76 72 19","","","","http://aline-charles-avocat.fr/","1 Rue d'Iéna","","Angers","FR","47.4665922","-0.5576822","5","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/Cabinet+d%27avocats/data=!4m7!3m6!1s0x480878bf4d8eed2f:0x4c0fdabdfab5c6bf!8m2!3d47.4665922!4d-0.5576822!16s%2Fg%2F11c6c8ywnq!19sChIJL-2OTb94CEgRv8a1-r3aD0w?authuser=0&hl=fr&rclk=1"
"Me Léonor Gautier-Péronnet | Droit du Travail","Avocat en droit du travail","02 52 35 26 47","","","","http://lgp-avocat.fr/","","","Angers","FR","47.4701295","-0.5439513","5","21","","Non","","","","","0","","Non","https://www.google.com/maps/place/Me+L%C3%A9onor+Gautier-P%C3%A9ronnet+%7C+Droit+du+Travail/data=!4m7!3m6!1s0x48087942b3a26b5f:0xc603926cfc6a6ce2!8m2!3d47.4701295!4d-0.5439513!16s%2Fg%2F11l2691rtt!19sChIJX2uis0J5CEgR4mxq_GySA8Y?authuser=0&hl=fr&rclk=1"
"Touzet Aurélien","Avocat spécialisé en droit du travail","02 41 25 32 60","","","","http://www.lexcap-avocats.com/","4 Rue du Quinconce","","Angers","FR","47.4698094","-0.5462288","5","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/Touzet+Aur%C3%A9lien/data=!4m7!3m6!1s0x480878ec6056796b:0x919de35c6f78b40f!8m2!3d47.4698094!4d-0.5462288!16s%2Fg%2F11b6q6pgh3!19sChIJa3lWYOx4CEgRD7R4b1zjnZE?authuser=0&hl=fr&rclk=1"
"Avocat Julie Caverne Angers","Avocat","02 41 77 99 72","","","","https://www.julie-caverne-avocat.com/","","","Angers","FR","47.4620845","-0.5538374","5","6","","Non","","","","","0","","Non","https://www.google.com/maps/place/Avocat+Julie+Caverne+Angers/data=!4m7!3m6!1s0x4808795735e23151:0x6ddc0945132e35a4!8m2!3d47.4620845!4d-0.5538374!16s%2Fg%2F11y30dmpyr!19sChIJUTHiNVd5CEgRpDUuE0UJ3G0?authuser=0&hl=fr&rclk=1"
