Nom,Type,Téléphone Principal,Tous les Téléphones,Email Principal,Tous les Emails,Site Web,Adresse,Code Postal,Ville,Pays,Latitude,Longitude,Note,Nombre d'avis,Niveau de Prix,Ouvert Maintenant,Description,Services,Commodités,Réseaux Sociaux,Nombre de Photos,Propriétaire,Établissement Vérifié,URL Google Maps
"Formation gestes et postures PRAP TMS Troubles Musculo Squelettiques","Centre de formation","07 53 24 31 58","","","","https://www.alertis.fr/","26 Rue Jean-Jacques Mention","","Amiens","FR","49.9318264","2.2811892","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Formation+gestes+et+postures+PRAP+TMS+Troubles+Musculo+Squelettiques/data=!4m7!3m6!1s0x47e787870f45fed3:0xa5f7db47a7b19f37!8m2!3d49.9318264!4d2.2811892!16s%2Fg%2F11wr3jvb71!19sChIJ0_5FD4eH50cRN5-xp0fb96U?authuser=0&hl=fr&rclk=1"
"Cook In","Centre de formation continue","03 22 95 76 83","","","","","27 Rue du Pinceau","","Amiens","FR","49.8877045","2.3169175","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Cook+In/data=!4m7!3m6!1s0x47e785b363f0b2cf:0x1902e27de7460ff9!8m2!3d49.8877045!4d2.3169175!16s%2Fg%2F11b6d41ttw!19sChIJz7LwY7OF50cR-Q9G533iAhk?authuser=0&hl=fr&rclk=1"
"MOSTE FORMATION","Centre de formation","07 68 05 02 84","","","","https://moste.fr/","","","Amiens","FR","49.8829281","2.2829143","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/MOSTE+FORMATION/data=!4m7!3m6!1s0x47e785685fdc4a69:0x4a370b640fcfbf6f!8m2!3d49.8829281!4d2.2829143!16s%2Fg%2F11xvyqtjb9!19sChIJaUrcX2iF50cRb7_PD2QLN0o?authuser=0&hl=fr&rclk=1"
"Formation d'anglais","Centre de formation","","","","","","6 Rue Lamartine","","Amiens","FR","49.8914298","2.3045799","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Formation+d%27anglais/data=!4m7!3m6!1s0x47e785f08be6f099:0xc674570c29c3d090!8m2!3d49.8914298!4d2.3045799!16s%2Fg%2F11wqrf3ll4!19sChIJmfDmi_CF50cRkNDDKQxXdMY?authuser=0&hl=fr&rclk=1"
"Formation Loi Alur","Centre de formation","06 72 30 36 79","","contact@formation-alur.com","contact@formation-alur.com (contact)","https://formation-alur.com/","","","Amiens","FR","49.9122151","2.3029426","","0","","Non","","","","facebook: https://www.facebook.com/Formation-Alur-1204619822948648; twitter: https://x.com/FormationAlur","0","","Non","https://www.google.com/maps/place/Formation+Loi+Alur/data=!4m7!3m6!1s0x47e6727542403029:0x34a70f6b55569d36!8m2!3d49.9122151!4d2.3029426!16s%2Fg%2F11c6_jbmw9!19sChIJKTBAQnVy5kcRNp1WVWsPpzQ?authuser=0&hl=fr&rclk=1"
"Synopsis Formation","Centre de formation","03 60 28 41 60","","","","https://synopsis-formation.fr/","","","Amiens","FR","49.9120979","2.3029233","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Synopsis+Formation/data=!4m7!3m6!1s0x47e785961a2375df:0xe3296e9c3d9759fa!8m2!3d49.9120979!4d2.3029233!16s%2Fg%2F11y0ck9w84!19sChIJ33UjGpaF50cR-lmXPZxuKeM?authuser=0&hl=fr&rclk=1"
"DAVA (Dispositif Académique de Validation des Acquis)","Centre de formation continue","03 22 80 18 40","","","","https://monavenirpro-hdf.fr/notre-reseau/dava-amiens/","6 Ter Rue Caudron","","Amiens","FR","49.8904325","2.3028729","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/DAVA+%28Dispositif+Acad%C3%A9mique+de+Validation+des+Acquis%29/data=!4m7!3m6!1s0x47e78448ff2f1295:0x8e5a0a702d247733!8m2!3d49.8904325!4d2.3028729!16s%2Fg%2F1thx_3gv!19sChIJlRIv_0iE50cRM3ckLXAKWo4?authuser=0&hl=fr&rclk=1"
"Oriff-Pl Hauts de France Picardie","Centre de formation","03 22 47 84 01","","","","https://oriffpl-hdfpic.org/","","","Amiens","FR","49.8933618","2.3002746","","0","","Non","","","","facebook: https://www.facebook.com/profile.php; instagram: https://www.instagram.com/mplgrandouest; linkedin: https://www.linkedin.com/company/maison-des-professions-liberales-grand-ouest; twitter: https://twitter.com/MPL_GO; youtube: https://www.youtube.com/channel/UCSTpap68p1qxkTjjJ_A3EfQ","0","","Non","https://www.google.com/maps/place/Oriff-Pl+Hauts+de+France+Picardie/data=!4m7!3m6!1s0x47e7844bdd16f2c1:0xc0f48321ca23e214!8m2!3d49.8933618!4d2.3002746!16s%2Fg%2F1hcb8kntt!19sChIJwfIW3UuE50cRFOIjyiGD9MA?authuser=0&hl=fr&rclk=1"
"Centre de formation Point F","Centre de formation","03 22 92 03 53","","","","http://www.pointf.fr/","7 Rue des Cordeliers03 22 92 03 53","","Amiens","FR","49.8923181","2.2956195","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Centre+de+formation+Point+F/data=!4m7!3m6!1s0x47e784408d18b8bf:0x35e2bd9dfd03475!8m2!3d49.8923181!4d2.2956195!16s%2Fg%2F1s04bm28h!19sChIJv7gYjUCE50cRdTTQ39krXgM?authuser=0&hl=fr&rclk=1"
"Picardie – Amiens","Centre de formation","","","","","","74 Rue de Poulainville","","Amiens","FR","49.9323311","2.2786304","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Picardie+%E2%80%93+Amiens/data=!4m7!3m6!1s0x47e787000967e44d:0x3d4d23850f312792!8m2!3d49.9323311!4d2.2786304!16s%2Fg%2F11xymlgdms!19sChIJTeRnCQCH50cRkicxD4UjTT0?authuser=0&hl=fr&rclk=1"
"ORIENTACTION Amiens ""Sud"" - Bilan de compétences, Outplacement","Centre de formation","02 43 72 25 88","","","","https://cabinets-partenaires.orientaction-groupe.com/84-orientaction-amiens-sud-bilan-de-competences-bilan-d-orientation-vae-1er-rendez-vous-gratuit-et-sans-engagement?utm_source=gmb","70 Rue Laurendeau","","Amiens","FR","49.8861526","2.2933392","","0","","Non","","","","facebook: https://www.facebook.com/orientactionfrance; instagram: https://www.instagram.com/orientaction; linkedin: https://www.linkedin.com/company/orient-action; youtube: https://www.youtube.com/channel/UCpLtpNq7NdwZJ7a8MTt243Q","0","","Non","https://www.google.com/maps/place/ORIENTACTION+Amiens+%22Sud%22+-+Bilan+de+comp%C3%A9tences,+Outplacement/data=!4m7!3m6!1s0x47e785dc0772b817:0x7d452b1d2eaea4b7!8m2!3d49.8861526!4d2.2933392!16s%2Fg%2F11h_w43gxg!19sChIJF7hyB9yF50cRt6SuLh0rRX0?authuser=0&hl=fr&rclk=1"
"Cre2ado","Centre de formation continue","07 83 12 27 75","","","","https://www.cre2ado.com/contact","","","Amiens","FR","49.9011552","2.297947","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Cre2ado/data=!4m7!3m6!1s0x47e7843c62a91203:0xd3187e9cdc9faf66!8m2!3d49.9011552!4d2.297947!16s%2Fg%2F11vf29yt8c!19sChIJAxKpYjyE50cRZq-f3Jx-GNM?authuser=0&hl=fr&rclk=1"
"CAFOC","Centre de formation","03 22 80 54 10","","","","","6ter Rue Caudron","","Amiens","FR","49.8901635","2.3040808","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/CAFOC/data=!4m7!3m6!1s0x47e78449c6b827f5:0x8a55ec54863c6f53!8m2!3d49.8901635!4d2.3040808!16s%2Fg%2F11cs1xjfht!19sChIJ9Se4xkmE50cRU288hlTsVYo?authuser=0&hl=fr&rclk=1"
"Centre de Formations Personnalisées - CFP","Centre de formation","03 22 43 52 40","","","","","60 Rue René Coty","","Amiens","FR","49.9090033","2.3119994","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Centre+de+Formations+Personnalis%C3%A9es+-+CFP/data=!4m7!3m6!1s0x47e7842bee750119:0xdaf2d5837bec9e29!8m2!3d49.9090033!4d2.3119994!16s%2Fg%2F11f2y4ss21!19sChIJGQF17iuE50cRKZ7se4PV8to?authuser=0&hl=fr&rclk=1"
"CFA académique d'Amiens","Centre d'apprentissage","03 22 41 79 01","","","","http://www.cfa-ac-amiens.fr/","6ter Rue Caudron","","Amiens","FR","49.8901644","2.3040793","","0","","Non","","","","facebook: https://www.facebook.com/cfa.academiques.amiens.lille; instagram: https://www.instagram.com/cfaacademiques; linkedin: https://www.linkedin.com/company/cfa-academiques-amiens-lille; youtube: https://www.youtube.com/@monavenirpro-hauts-de-fran5875","0","","Non","https://www.google.com/maps/place/CFA+acad%C3%A9mique+d%27Amiens/data=!4m7!3m6!1s0x47e78449b96150c1:0x7809f3253dec0b5e!8m2!3d49.8901644!4d2.3040793!16s%2Fg%2F11gy0x0mv_!19sChIJwVBhuUmE50cRXgvsPSXzCXg?authuser=0&hl=fr&rclk=1"
"SUP DE SOPHRO Ecole de Sophrologie_RNCP d'Etat_Formation de Sophrologie et spécialisations à AMIENS","Centre de formation continue","03 72 39 58 36","","","","http://www.supdesophro.fr/","6 Rue Porion","","Amiens","FR","49.8937294","2.300641","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/SUP+DE+SOPHRO+Ecole+de+Sophrologie_RNCP+d%27Etat_Formation+de+Sophrologie+et+sp%C3%A9cialisations+%C3%A0+AMIENS/data=!4m7!3m6!1s0x47e78536dad9fc35:0x821bec1637d191fd!8m2!3d49.8937294!4d2.300641!16s%2Fg%2F11ncg_gg02!19sChIJNfzZ2jaF50cR_ZHRNxbsG4I?authuser=0&hl=fr&rclk=1"
"Phone Academy - Formation Réparation Téléphone","Centre de formation","07 69 40 53 84","","","","","66 Rue des Jacobins","","Amiens","FR","49.8903391","2.3014431","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Phone+Academy+-+Formation+R%C3%A9paration+T%C3%A9l%C3%A9phone/data=!4m7!3m6!1s0x47e785ab8d3767f5:0xa46d269bf9a8c917!8m2!3d49.8903391!4d2.3014431!16s%2Fg%2F11vytn553g!19sChIJ9Wc3jauF50cRF8mo-ZsmbaQ?authuser=0&hl=fr&rclk=1"
"WebForce3 Amiens","Centre de formation","01 87 16 52 08","","","","https://www.wf3.fr/","1 Rue Lamartine","","Amiens","FR","49.8914945","2.3043623","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/WebForce3+Amiens/data=!4m7!3m6!1s0x47e785176ac273c9:0xb3620cfe1c138644!8m2!3d49.8914945!4d2.3043623!16s%2Fg%2F11sz5kbr0x!19sChIJyXPCaheF50cRRIYTHP4MYrM?authuser=0&hl=fr&rclk=1"
"EFMK","Centre de formation continue","06 13 40 69 12","","","","https://www.efmk.fr/","19 Rue du Général Domon06 13 40 69 12","","Amiens","FR","49.8881255","2.279434","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/EFMK/data=!4m7!3m6!1s0x47dd7da8f8cac8b3:0x19b51a2eec19da08!8m2!3d49.8881255!4d2.279434!16s%2Fg%2F11cs5_1g6c!19sChIJs8jK-Kh93UcRCNoZ7C4atRk?authuser=0&hl=fr&rclk=1"
"SECOURS 80","Formation aux premiers secours","06 21 73 61 23","","","","http://www.secours80.fr/","12 Rue Frédéric Petit","","Amiens","FR","49.8923983","2.2905935","5","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/SECOURS+80/data=!4m7!3m6!1s0x47e7846adf9024c3:0x5e7c8d50d9f2e566!8m2!3d49.8923983!4d2.2905935!16s%2Fg%2F11cjg9c7dg!19sChIJwySQ32qE50cRZuXy2VCNfF4?authuser=0&hl=fr&rclk=1"
"Atelier des Apprenants - Centre de formation Amiens","Centre de formation","07 86 87 90 86","","contact@atelierdesapprenants.fr","contact@atelierdesapprenants.fr (contact); thepascal@mail.com (contact)","https://www.atelierdesapprenants.fr/","","","Amiens","FR","49.8745476","2.272537","5","614","","Non","","","","facebook: https://www.facebook.com/profile.php; instagram: https://www.instagram.com/atelierdesapprenants; linkedin: https://www.linkedin.com/company/atelierdesapprenants; youtube: https://www.youtube.com/@AtelierdesApprennants","0","","Non","https://www.google.com/maps/place/Atelier+des+Apprenants+-+Centre+de+formation+Amiens/data=!4m7!3m6!1s0x47e783a1b2edd5c1:0xafaefce9abc64785!8m2!3d49.8745476!4d2.272537!16s%2Fg%2F11rzws4lcq!19sChIJwdXtsqGD50cRhUfGq-n8rq8?authuser=0&hl=fr&rclk=1"
"PICARDIE FORMATION | Amiens 80 | Formation TAXI et VTC","Centre de formation continue","09 52 85 05 36","","","","https://picardieformation.fr/","11 Rue Picasso","","Amiens","FR","49.9168667","2.298665","5","119","","Non","","","","facebook: https://www.facebook.com/picardieformation; instagram: https://www.instagram.com/picardie_formation; youtube: https://www.youtube.com/@picardieformation8415","0","","Non","https://www.google.com/maps/place/PICARDIE+FORMATION+%7C+Amiens+80+%7C+Formation+TAXI+et+VTC/data=!4m7!3m6!1s0x47e7869e8c9cc911:0xa7b3bf6881ba6b2f!8m2!3d49.9168667!4d2.298665!16s%2Fg%2F11g0hp0y19!19sChIJEcmcjJ6G50cRL2u6gWi_s6c?authuser=0&hl=fr&rclk=1"
"MF master formations 25 rue riolan amiens 80000","Centre de formation","09 51 45 98 00","","","","https://www.master-formations.com/","25 rue riolan amiens 80000","","Amiens","FR","49.889086","2.316019","5","4","","Non","","","","facebook: https://www.facebook.com/masterformations; linkedin: https://linkedin.com/company/master-formations; twitter: https://twitter.com/gregoiremaster","0","","Non","https://www.google.com/maps/place/MF+master+formations+25+rue+riolan+amiens+80000/data=!4m7!3m6!1s0x47e78586eceb5a3b:0x9d17f46dbf1bfe8!8m2!3d49.889086!4d2.316019!16s%2Fg%2F11w2c_n2pk!19sChIJO1rr7IaF50cR6L_x20Z_0Qk?authuser=0&hl=fr&rclk=1"
"EFISIO","Centre de formation","09 80 80 18 60","","contact@efisio.fr","contact@efisio.fr (contact)","https://efisio.fr/","518 Rue Saint-Fuscien","","Amiens","FR","49.8681258","2.3075201","5","202","","Non","","","","facebook: https://www.facebook.com/efisioformation; instagram: https://www.instagram.com/efisioformation; linkedin: https://www.linkedin.com/company/efisio-formation; youtube: https://www.youtube.com/channel/UCSp7b_txidtMSDi-YxSELGw","0","","Non","https://www.google.com/maps/place/EFISIO/data=!4m7!3m6!1s0x47e7855a0eebd717:0x256a416220548d9d!8m2!3d49.8681258!4d2.3075201!16s%2Fg%2F11gnp3jv99!19sChIJF9frDlqF50cRnY1UIGJBaiU?authuser=0&hl=fr&rclk=1"
"Formationplus","Centre de formation continue","09 81 36 25 70","","","","","50 Rue Rigollot","","Amiens","FR","49.8869541","2.3099617","5","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/Formationplus/data=!4m7!3m6!1s0x47e7844c179082b7:0x38276ef8b61e73db!8m2!3d49.8869541!4d2.3099617!16s%2Fg%2F11dyzdv742!19sChIJt4KQF0yE50cR23MetvhuJzg?authuser=0&hl=fr&rclk=1"
"EFCO - Amiens - École BTP","Centre de formation continue","03 92 23 32 03","","info@efco-formation.com","info@efco-formation.com (contact); sofyan.mcharek@efco-formation.comle (contact); sofyan.mcharek@efco-formation.com (contact)","https://efco-formation.com/","118-120, Rue de Sully","","Amiens","FR","49.9090215","2.2655124","5","1","","Non","","","","facebook: https://www.facebook.com/EFCOFormation; instagram: https://www.instagram.com/_efco_; linkedin: https://www.linkedin.com/company/10999022; youtube: https://www.youtube.com/channel/UCUJU4sYXqkyg_FHZt-Wwr0Q","0","","Non","https://www.google.com/maps/place/EFCO+-+Amiens+-+%C3%89cole+BTP/data=!4m7!3m6!1s0x47e78322cc46328d:0x2b744a20afae7582!8m2!3d49.9090215!4d2.2655124!16s%2Fg%2F11vwl914b1!19sChIJjTJGzCKD50cRgnWuryBKdCs?authuser=0&hl=fr&rclk=1"
"So OrigiNail Academy","Centre de formation","06 27 83 00 04","","","","http://so-originail-formation-ongles.fr/","70 Rue des Jacobins","","Amiens","FR","49.8901392","2.3014884","5","132","","Non","","","","","0","","Non","https://www.google.com/maps/place/So+OrigiNail+Academy/data=!4m7!3m6!1s0x47dda3e075ea2dd7:0x5814e9710a7288a6!8m2!3d49.8901392!4d2.3014884!16s%2Fg%2F11gv07d33j!19sChIJ1y3qdeCj3UcRpohyCnHpFFg?authuser=0&hl=fr&rclk=1"
"ANFH Picardie","Centre de formation continue","","","","","http://www.anfh.fr/picardie","","","Amiens","FR","49.8714678","2.2833086","5","6","","Non","","","","","0","","Non","https://www.google.com/maps/place/ANFH+Picardie/data=!4m7!3m6!1s0x47e7849ac1e8dd95:0xeb75fe827eff3353!8m2!3d49.8714678!4d2.2833086!16s%2Fg%2F11hbsvs7hb!19sChIJld3owZqE50cRUzP_foL-des?authuser=0&hl=fr&rclk=1"
"ActiROUTE - Amiens","Centre de formation continue","03 74 47 22 32","","","","https://www.actiroute.com/stage-de-recuperation-de-points/lieux-stage/auto-ecole-bienvenue-amiens/?utm_source=google&utm_medium=gmb&utm_campaign=actiroute-amiens-2398","","","Amiens","FR","49.8918911","2.3068356","5","3","","Non","","","","","0","","Non","https://www.google.com/maps/place/ActiROUTE+-+Amiens/data=!4m7!3m6!1s0x47e785b5df750327:0xcabe7063910ac800!8m2!3d49.8918911!4d2.3068356!16s%2Fg%2F11xl9fnvkt!19sChIJJwN137WF50cRAMgKkWNwvso?authuser=0&hl=fr&rclk=1"
"Signes & Cie","Centre de formation","","","","","","77 Rue Saint-Fuscien","","Amiens","FR","49.8821149","2.3046529","5","16","","Non","","","","","0","","Non","https://www.google.com/maps/place/Signes+%26+Cie/data=!4m7!3m6!1s0x47e784503d16672f:0x8dcc766bc99bc95f!8m2!3d49.8821149!4d2.3046529!16s%2Fg%2F11cr_zf74m!19sChIJL2cWPVCE50cRX8mbyWt2zI0?authuser=0&hl=fr&rclk=1"
"ActiROUTE - Amiens","Centre de formation continue","03 74 47 22 32","","","","https://www.actiroute.com/stage-de-recuperation-de-points/lieux-stage/comfort-hotel-amiens-nord-amiens/?utm_source=google&utm_medium=gmb&utm_campaign=actiroute-amiens-2138","","","Amiens","FR","49.9249992","2.3045435","5","2","","Non","","","","","0","","Non","https://www.google.com/maps/place/ActiROUTE+-+Amiens/data=!4m7!3m6!1s0x47e787a2359c5e2d:0x3f13999d8e3cbd6d!8m2!3d49.9249992!4d2.3045435!16s%2Fg%2F11xm_mmgmf!19sChIJLV6cNaKH50cRbb08jp2ZEz8?authuser=0&hl=fr&rclk=1"
"inlingua","École de langues étrangères","03 22 52 15 05","","","","https://www.inlinguapicardie.com/","3 Rue Caudron","","Amiens","FR","49.8905168","2.3029482","5","12","","Non","","","","facebook: https://www.facebook.com/inlinguapicardie; instagram: https://www.instagram.com/inlingua_picardie; linkedin: https://www.linkedin.com/company/inlingua-picardie; twitter: https://twitter.com/cards","0","","Non","https://www.google.com/maps/place/inlingua/data=!4m7!3m6!1s0x47e7844631ebe1dd:0x90c40e47a7f9420d!8m2!3d49.8905168!4d2.3029482!16s%2Fg%2F11c57d18kj!19sChIJ3eHrMUaE50cRDUL5p0cOxJA?authuser=0&hl=fr&rclk=1"
"HB Perf","Centre de coaching","07 83 19 48 04","","","","https://jeboostemaconfiance.fr/","44 Rue de la République","","Amiens","FR","49.8909641","2.2961769","5","22","","Non","","","","","0","","Non","https://www.google.com/maps/place/HB+Perf/data=!4m7!3m6!1s0x47e7850b991731c3:0x7867197ae291e8ea!8m2!3d49.8909641!4d2.2961769!16s%2Fg%2F11h5n51gv5!19sChIJwzEXmQuF50cR6uiR4noZZ3g?authuser=0&hl=fr&rclk=1"
"MIAGE Amiens","Université publique","03 22 82 88 07","","","","https://miage-amiens.fr/","33 Rue St Leu","","Amiens","FR","49.8990533","2.2982626","5","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/MIAGE+Amiens/data=!4m7!3m6!1s0x47e78439629a5d9b:0x3e7a052398f5b90a!8m2!3d49.8990533!4d2.2982626!16s%2Fg%2F11fkds9hfb!19sChIJm12aYjmE50cRCrn1mCMFej4?authuser=0&hl=fr&rclk=1"
"Alpha Picardie","Organisme à but non lucratif","03 22 92 68 76","","contact@alpha-picardie.fr","contact@alpha-picardie.fr (contact); 76contact@alpha-picardie.fr (contact)","https://www.alpha-picardie.fr/","50 Rue Riolan","","Amiens","FR","49.8894457","2.3127578","5","4","","Non","","","","facebook: https://www.facebook.com/alpha.picardie; instagram: https://www.instagram.com/alphapicardie; linkedin: https://www.linkedin.com/company/alpha-picardie","0","","Non","https://www.google.com/maps/place/Alpha+Picardie/data=!4m7!3m6!1s0x47e7844b0a4dfd61:0x4850f5e92f1725ee!8m2!3d49.8894457!4d2.3127578!16s%2Fg%2F1tjl56zq!19sChIJYf1NCkuE50cR7iUXL-n1UEg?authuser=0&hl=fr&rclk=1"
"IFP FRANCE - Institut de la formation professionnelle","Centre de formation à distance","09 77 19 70 99","","","","https://www.formation-haccp-par-internet.fr/","","","Amiens","FR","49.8939898","2.3031331","5","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/IFP+FRANCE+-+Institut+de+la+formation+professionnelle/data=!4m7!3m6!1s0x47e7850f8e4be771:0x147b5c609e4d3dd8!8m2!3d49.8939898!4d2.3031331!16s%2Fg%2F11h6s03s6_!19sChIJcedLjg-F50cR2D1NnmBcexQ?authuser=0&hl=fr&rclk=1"
"FUGA FORMATION - CENTRE DE FORMATION","Centre de formation","03 60 62 01 80","","aureliaberquier@fugaformation.fr","aureliaberquier@fugaformation.fr (contact)","http://fugaformation.fr/","29 Rue de Poulainville","","Amiens","FR","49.9293289","2.2722561","4.9","72","","Non","","","","facebook: https://www.facebook.com/fugaformation; linkedin: https://www.linkedin.com/company/fuga-formation","0","","Non","https://www.google.com/maps/place/FUGA+FORMATION+-+CENTRE+DE+FORMATION/data=!4m7!3m6!1s0x47e781b1431f73c9:0xc871a81c2b2b53f9!8m2!3d49.9293289!4d2.2722561!16s%2Fg%2F11j23ph50v!19sChIJyXMfQ7GB50cR-VMrKxyoccg?authuser=0&hl=fr&rclk=1"
