Nom,Type,Téléphone Principal,Tous les Téléphones,Email Principal,Tous les Emails,Site Web,Adresse,Code Postal,Ville,Pays,Latitude,Longitude,Note,Nombre d'avis,Niveau de Prix,Ouvert Maintenant,Description,Services,Commodités,Réseaux Sociaux,Nombre de Photos,Propriétaire,Établissement Vérifié,URL Google Maps
"Entrée du CVRH d'Aix-en-Provence","Centre de formation continue","","","","","","680 Rue Albert Einstein","","Aix-en-Provence","FR","43.4921966","5.3780606","","0","","Non","","","","","0","","Non","https://www.google.com/maps/place/Entr%C3%A9e+du+CVRH+d%27Aix-en-Provence/data=!4m7!3m6!1s0x12c9ed9234acb669:0x65611e455070447!8m2!3d43.4921966!4d5.3780606!16s%2Fg%2F11l6wfn0tt!19sChIJabasNJLtyRIRRwQHVeQRVgY?authuser=0&hl=fr&rclk=1"
"Académie du Sourire","Centre de formation continue","06 10 37 86 88","","contact@academie-du-sourire.com","contact@academie-du-sourire.com (contact)","http://www.academie-du-sourire.com/","","","Aix-en-Provence","FR","43.5171464","5.4663729","5","12","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Acad%C3%A9mie+du+Sourire/data=!4m7!3m6!1s0x12c98da27b456845:0x386ea84cf5fc3258!8m2!3d43.5171464!4d5.4663729!16s%2Fg%2F1ptz4nxt5!19sChIJRWhFe6KNyRIRWDL89Uyobjg?authuser=0&hl=fr&rclk=1"
"CFA Codév Aix-en-Provence","Centre de formation continue","09 62 61 44 43","","","","https://www.xn--codv-dpa.fr/","","","Aix-en-Provence","FR","43.5149178","5.4331516","5","115","","Oui","","","","","0","","Non","https://www.google.com/maps/place/CFA+Cod%C3%A9v+Aix-en-Provence/data=!4m7!3m6!1s0x12c98dabade6fe9b:0x981487415324e839!8m2!3d43.5149178!4d5.4331516!16s%2Fg%2F11g0dv6dgt!19sChIJm_7mrauNyRIROegkU0GHFJg?authuser=0&hl=fr&rclk=1"
"L'Atelier Formation Aix-en-Provence","Centre de formation continue","07 67 68 27 92","","contact@atelierformation.eu","contact@atelierformation.eu (contact)","http://atelierformation.eu/","9 bis Pl. John Rewald","","Aix-en-Provence","FR","43.5246956","5.4556068","5","9","","Oui","","","","","0","","Non","https://www.google.com/maps/place/L%27Atelier+Formation+Aix-en-Provence/data=!4m7!3m6!1s0x12c98d9521af6af9:0xe1478658ba235f1c!8m2!3d43.5246956!4d5.4556068!16s%2Fg%2F11bw46kpx1!19sChIJ-WqvIZWNyRIRHF8juliGR-E?authuser=0&hl=fr&rclk=1"
"ECAF Formation Aix en Provence, Groupe 8-C","Centre de formation","04 89 49 97 27","","","","https://formation-ecaf.fr/","1060 Rue René Descartes B","","Aix-en-Provence","FR","43.4952283","5.3479399","5","8","","Oui","","","","","0","","Non","https://www.google.com/maps/place/ECAF+Formation+Aix+en+Provence,+Groupe+8-C/data=!4m7!3m6!1s0x12c9ed454fad5c45:0x5d206feaed7919fc!8m2!3d43.4952283!4d5.3479399!16s%2Fg%2F11x84pmvn1!19sChIJRVytT0XtyRIR_Bl57epvIF0?authuser=0&hl=fr&rclk=1"
"Centre de Formation en EFT","Centre de formation continue","06 20 78 40 71","","","","https://www.formation-eft.net/","1 Rue de l'Opéra","","Aix-en-Provence","FR","43.5272438","5.452434","5","105","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Centre+de+Formation+en+EFT/data=!4m7!3m6!1s0x12c98dbe1c70a58f:0x45dc6672e6628264!8m2!3d43.5272438!4d5.452434!16s%2Fg%2F11f0kx_vm8!19sChIJj6VwHL6NyRIRZIJi5nJm3EU?authuser=0&hl=fr&rclk=1"
"ArteFAQs Permis d'exploitation - HACCP - Hygiène en restauration commerciale","Centre de formation continue","09 81 04 18 18","","","","https://www.artefaqs.eu/","","","Aix-en-Provence","FR","43.5345924","5.4241193","5","108","","Oui","","","","","0","","Non","https://www.google.com/maps/place/ArteFAQs+Permis+d%27exploitation+-+HACCP+-+Hygi%C3%A8ne+en+restauration+commerciale/data=!4m7!3m6!1s0x12c98dfd39cd3201:0xff9a5b8f3683e01b!8m2!3d43.5345924!4d5.4241193!16s%2Fg%2F11fd6d7z37!19sChIJATLNOf2NyRIRG-CDNo9bmv8?authuser=0&hl=fr&rclk=1"
"ProNails Aix-en-Provence","Centre de formation continue","04 42 51 50 00","","","","https://www.pronailssud.fr/","","","Aix-en-Provence","FR","43.4793431","5.3950595","5","62","","Oui","","","","","0","","Non","https://www.google.com/maps/place/ProNails+Aix-en-Provence/data=!4m7!3m6!1s0x12c9ed2e25d4f1f3:0x5473aa036b965582!8m2!3d43.4793431!4d5.3950595!16s%2Fg%2F11b6d28t47!19sChIJ8_HUJS7tyRIRglWWawOqc1Q?authuser=0&hl=fr&rclk=1"
"Esthetic Academy of Technologies Aix-en-Provence","Centre de formation","01 84 80 93 34","","aix@esthetic.academy","aix@esthetic.academy (contact); bruxelles@esthetic.academy (contact)","https://esthetic.academy/aix/","","","Aix-en-Provence","FR","43.4792067","5.39536","5","22","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Esthetic+Academy+of+Technologies+Aix-en-Provence/data=!4m7!3m6!1s0x12c99386ab599f6f:0xd05c6b8431822d87!8m2!3d43.4792067!4d5.39536!16s%2Fg%2F11s544s058!19sChIJb59Zq4aTyRIRhy2CMYRrXNA?authuser=0&hl=fr&rclk=1"
"Centre de Formation en Sophrologie Acouphènes","Centre de formation","06 20 78 40 71","","","","https://www.formation-sophrologie-acouphenes.fr/","1 Rue de l'Opéra","","Aix-en-Provence","FR","43.5271778","5.4524471","5","33","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Centre+de+Formation+en+Sophrologie+Acouph%C3%A8nes/data=!4m7!3m6!1s0x12c98d52bf5deb19:0x5b4d36b6624d0d6d!8m2!3d43.5271778!4d5.4524471!16s%2Fg%2F11r21m7q54!19sChIJGetdv1KNyRIRbQ1NYrY2TVs?authuser=0&hl=fr&rclk=1"
"ARGOS Conseils & Formations","Centre de formation continue","04 42 38 93 40","","","","","","","Aix-en-Provence","FR","43.5180984","5.4348297","5","7","","Oui","","","","","0","","Non","https://www.google.com/maps/place/ARGOS+Conseils+%26+Formations/data=!4m7!3m6!1s0x12c98df2b062ee4d:0x92ec77f0c0f86722!8m2!3d43.5180984!4d5.4348297!16s%2Fg%2F11sx1_s8yt!19sChIJTe5isPKNyRIRImf4wPB37JI?authuser=0&hl=fr&rclk=1"
"Cours d'anglais Aix en Provence - Centre de Formation Anglais CPF & OPCO Coaching Professionnel Les Mieux Noté 4.95/5 MCF","Centre de formation","09 72 64 66 52","","","","https://www.englishcoach.fr/formation-anglais-cpf-aix-en-provence-13-2/","1140 Rue André Ampère","","Aix-en-Provence","FR","43.4850539","5.3809076","5","1","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Cours+d%27anglais+Aix+en+Provence+-+Centre+de+Formation+Anglais+CPF+%26+OPCO+Coaching+Professionnel+Les+Mieux+Not%C3%A9+4.95%2F5+MCF/data=!4m7!3m6!1s0x12c9ed2c495738bb:0x1ab13c23bafdbe43!8m2!3d43.4850539!4d5.3809076!16s%2Fg%2F11n72lj642!19sChIJuzhXSSztyRIRQ779uiM8sRo?authuser=0&hl=fr&rclk=1"
"Vast RH Aix - Bilan de compétences","Centre de formation continue","04 84 35 04 84","","","","https://www.vastrh.fr/agence/aix-les-milles/?utm_source=gmb","","","Aix-en-Provence","FR","43.483108","5.3629902","5","69","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Vast+RH+Aix+-+Bilan+de+comp%C3%A9tences/data=!4m7!3m6!1s0x12c9ed2dfbcc7f49:0x61098dca8777be39!8m2!3d43.483108!4d5.3629902!16s%2Fg%2F11m_g66tnk!19sChIJSX_M-y3tyRIROb53h8qNCWE?authuser=0&hl=fr&rclk=1"
"English Coach Aix-en-Provence – Les Mieux Notés 4.95★ | Formation Anglais CPF & OPCO | Coaching Pro Entreprises & Cadresvence","Centre de formation continue","09 72 64 66 52","","","","https://www.englishcoach.fr/","1140 Rue André Ampère","","Aix-en-Provence","FR","43.4853547","5.3804902","5","5","","Oui","","","","","0","","Non","https://www.google.com/maps/place/English+Coach+Aix-en-Provence+%E2%80%93+Les+Mieux+Not%C3%A9s+4.95%E2%98%85+%7C+Formation+Anglais+CPF+%26+OPCO+%7C+Coaching+Pro+Entreprises+%26+Cadresvence/data=!4m7!3m6!1s0x12c9ed3b86c98171:0x63c6070dbc9c24c2!8m2!3d43.4853547!4d5.3804902!16s%2Fg%2F11fz335w4q!19sChIJcYHJhjvtyRIRwiScvA0HxmM?authuser=0&hl=fr&rclk=1"
"GRETA","Centre de formation","09 80 88 95 44","","","","https://forpro-paca.com/GRETA-CFA-Provence.html","","","Aix-en-Provence","FR","43.5254964","5.421019","5","1","","Oui","","","","","0","","Non","https://www.google.com/maps/place/GRETA/data=!4m7!3m6!1s0x12c98dc1eaca47bf:0xea9fffcdf0961eb6!8m2!3d43.5254964!4d5.421019!16s%2Fg%2F11r8jy2z99!19sChIJv0fK6sGNyRIRth6W8M3_n-o?authuser=0&hl=fr&rclk=1"
"GMZ Formations","Centre de formation continue","07 50 56 67 74","","","","https://www.gmzformations.com/","1165 Rue Jean René Guillibert Gauthier de la Lauzière","","Aix-en-Provence","FR","43.479659","5.3685827","5","4","","Non","","","","","0","","Non","https://www.google.com/maps/place/GMZ+Formations/data=!4m7!3m6!1s0x3e1f1f847fc0c77:0xfc6f0acf9fc58a95!8m2!3d43.479659!4d5.3685827!16s%2Fg%2F11yfq09d5v!19sChIJdwz8R_jx4QMRlYrFn88Kb_w?authuser=0&hl=fr&rclk=1"
"Permis exploitation France AIX - MARSEILLE","Centre de formation","04 99 63 32 90","","","","http://www.permis-exploitation-france.fr/formation-permis-exploitation-aix-en-provence/","485 Rue Marcellin Berthelot","","Aix-en-Provence","FR","43.4908879","5.3712595","5","3","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Permis+exploitation+France+AIX+-+MARSEILLE/data=!4m7!3m6!1s0x12c9edd979b916ff:0xdadcf814d91670c3!8m2!3d43.4908879!4d5.3712595!16s%2Fg%2F11gr359t4q!19sChIJ_xa5edntyRIRw3AW2RT43No?authuser=0&hl=fr&rclk=1"
"Hestia-Formation","Centre de formation","07 63 79 76 12","","contact@hestiaformation.com","contact@hestiaformation.com (contact); amandineverne@gmail.com (contact)","http://www.hestiaformation.com/","5 Rue Charles Duchesne Bâtiment Le Tertia 1 2e étage","","Aix-en-Provence","FR","43.4914398","5.3706871","5","30","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Hestia-Formation/data=!4m7!3m6!1s0x12c9ed24f9f93891:0x4dc01fa9b39545a1!8m2!3d43.4914398!4d5.3706871!16s%2Fg%2F11sy6x5sgg!19sChIJkTj5-STtyRIRoUWVs6kfwE0?authuser=0&hl=fr&rclk=1"
"Insapiens","Centre de formation continue","07 86 41 15 20","","","","https://insapiens.fr/","","","Aix-en-Provence","FR","43.5330133","5.4490049","5","3","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Insapiens/data=!4m7!3m6!1s0x47e60d32370a5071:0xb1326c72f684839d!8m2!3d43.5330133!4d5.4490049!16s%2Fg%2F11m7qcnqpr!19sChIJcVAKNzIN5kcRnYOE9nJsMrE?authuser=0&hl=fr&rclk=1"
"ASCENCIEL, organisme de formation conseil en management et RH","Centre de formation continue","04 90 17 42 07","","","","http://www.ascenciel.fr/","10 AVENUE JEAN GIONO, Av. du Pigonnet","","Aix-en-Provence","FR","43.5162119","5.4363289","5","72","","Oui","","","","","0","","Non","https://www.google.com/maps/place/ASCENCIEL,+organisme+de+formation+conseil+en+management+et+RH/data=!4m7!3m6!1s0x12c9fe55b86b3f63:0xa81a011807eabca7!8m2!3d43.5162119!4d5.4363289!16s%2Fg%2F11bxb9jxct!19sChIJYz9ruFX-yRIRp7zqBxgBGqg?authuser=0&hl=fr&rclk=1"
"Académie Coiffure Beauté / CFA & école privée de coiffure à Aix-en-Provence : CAP turbo (adulte), BP, Stages Spécifiques","Centre de formation","04 42 27 12 57","","","","https://www.academiecoiffurebeaute.com/","5 Rue Charles Duchesne 1er étage","","Aix-en-Provence","FR","43.4914398","5.3706871","5","84","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Acad%C3%A9mie+Coiffure+Beaut%C3%A9+%2F+CFA+%26+%C3%A9cole+priv%C3%A9e+de+coiffure+%C3%A0+Aix-en-Provence+:+CAP+turbo+%28adulte%29,+BP,+Stages+Sp%C3%A9cifiques/data=!4m7!3m6!1s0x12c9ed3aeb9a13dd:0xaf9a59e24b263d65!8m2!3d43.4914398!4d5.3706871!16s%2Fg%2F11g8nqrr2z!19sChIJ3ROa6zrtyRIRZT0mS-JZmq8?authuser=0&hl=fr&rclk=1"
"AFPS - Assistance Formation Prévention Sécurité","Centre de formation","04 42 96 23 38","","","","http://www.afpsformation.fr/","115 Rue Louis Armand ZI Pôle d'activité d","","Aix-en-Provence","FR","43.4873439","5.3797613","5","20","","Non","","","","","0","","Non","https://www.google.com/maps/place/AFPS+-+Assistance+Formation+Pr%C3%A9vention+S%C3%A9curit%C3%A9/data=!4m7!3m6!1s0x12c9f2fc0e5bb989:0xdbe1a0255dff1eb!8m2!3d43.4873439!4d5.3797613!16s%2Fg%2F11b_2659z9!19sChIJiblbDvzyyRIR6_HfVQIavg0?authuser=0&hl=fr&rclk=1"
"Centre de formation De Dietrich Thermique - Aix-En-Provence","Centre de formation","09 70 84 51 39","","","","https://experience.dedietrich-thermique.fr/","1140 Rue André Ampère ACTIMART II","","Aix-en-Provence","FR","43.4851968","5.3776646","5","18","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Centre+de+formation+De+Dietrich+Thermique+-+Aix-En-Provence/data=!4m7!3m6!1s0x12c9edb56da7061d:0x61d1b58e3b8c5efa!8m2!3d43.4851968!4d5.3776646!16s%2Fg%2F11shstz_xq!19sChIJHQanbbXtyRIR-l6MO4610WE?authuser=0&hl=fr&rclk=1"
"Ares","Centre de formation continue","04 42 96 93 37","","","","https://ares-aix-formation.fr/","","","Aix-en-Provence","FR","43.5232911","5.4338947","5","6","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Ares/data=!4m7!3m6!1s0x12c98d75d6cc7799:0xe0ad5c2b63651bc0!8m2!3d43.5232911!4d5.4338947!16s%2Fg%2F11b6dfrg82!19sChIJmXfM1nWNyRIRwBtlYytcreA?authuser=0&hl=fr&rclk=1"
"Académie de Paro","Centre de formation continue","06 03 27 14 36","","","","https://www.academiedeparo.fr/","","","Aix-en-Provence","FR","43.5171377","5.466389","5","33","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Acad%C3%A9mie+de+Paro/data=!4m7!3m6!1s0x12c98dabfd890e15:0x223008da2b9d702a!8m2!3d43.5171377!4d5.466389!16s%2Fg%2F11fptz7b0b!19sChIJFQ6J_auNyRIRKnCdK9oIMCI?authuser=0&hl=fr&rclk=1"
"École de formation en médecine chinoise Zhōng Lì - Enseignement MTC à Aix-en-Provence (PACA)","Centre de formation","07 69 59 54 96","","","","https://ecolezhongli.com/","1330 Rue Jean René Guillibert Gauthier de la Lauzière Bâtiment A2, entrée B","","Aix-en-Provence","FR","43.4779701","5.3710005","5","70","","Oui","","","","","0","","Non","https://www.google.com/maps/place/%C3%89cole+de+formation+en+m%C3%A9decine+chinoise+Zh%C5%8Dng+L%C3%AC+-+Enseignement+MTC+%C3%A0+Aix-en-Provence+%28PACA%29/data=!4m7!3m6!1s0x12c9937d1da668e9:0xbf0eb6da9b7dcf25!8m2!3d43.4779701!4d5.3710005!16s%2Fg%2F11b7hkc7k5!19sChIJ6WimHX2TyRIRJc99m9q2Dr8?authuser=0&hl=fr&rclk=1"
"ES2 Management","Centre de formation continue","06 23 39 29 17","","sn@es2-management.fr","sn@es2-management.fr (contact); contact@es2-management.fr (contact)","http://www.es2-management.fr/","645 Rue Mayor de Montricher Bat A N° 17","","Aix-en-Provence","FR","43.4798783","5.3809666","5","1","","Oui","","","","","0","","Non","https://www.google.com/maps/place/ES2+Management/data=!4m7!3m6!1s0x12c9ed1a591c6b63:0xb40d158a4cccf94d!8m2!3d43.4798783!4d5.3809666!16s%2Fg%2F1typqjg2!19sChIJY2scWRrtyRIRTfnMTIoVDbQ?authuser=0&hl=fr&rclk=1"
"Formation Croupier Casino Premier","Centre de formation continue","04 42 50 99 86","","contact@fccpremier.com","contact@fccpremier.com (contact)","http://www.fccpremier.com/","4 Rue Mahatma Gandhi","","Aix-en-Provence","FR","43.511907","5.437033","5","12","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Formation+Croupier+Casino+Premier/data=!4m7!3m6!1s0x12c9ed153d98895d:0xdfa876ecafe3acbc!8m2!3d43.511907!4d5.437033!16s%2Fg%2F1v7hx765!19sChIJXYmYPRXtyRIRvKzjr-x2qN8?authuser=0&hl=fr&rclk=1"
"Wimmo Formation Immobilier - Performance Immo - Formation professionnelle","Centre de formation continue","06 12 43 89 40","","wimmo.vb@gmail.com","wimmo.vb@gmail.com (contact)","https://wimmo-formation.com/","","","Aix-en-Provence","FR","43.4877428","5.4256595","5","36","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Wimmo+Formation+Immobilier+-+Performance+Immo+-+Formation+professionnelle/data=!4m7!3m6!1s0x12c993946766fb07:0x31e36f4d1431e4c3!8m2!3d43.4877428!4d5.4256595!16s%2Fg%2F11rhqs0t0s!19sChIJB_tmZ5STyRIRw-QxFE1v4zE?authuser=0&hl=fr&rclk=1"
"Ana Houisse Conseil - Bilan de compétences, bilan d'orientation scolaire","Centre de formation continue","06 51 58 69 04","","ana.houisse@yahoo.fr","ana.houisse@yahoo.fr (contact)","https://ana-houisse-orientation-professionnelle.fr/","","","Aix-en-Provence","FR","43.5149178","5.4331516","5","42","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Ana+Houisse+Conseil+-+Bilan+de+comp%C3%A9tences,+bilan+d%27orientation+scolaire/data=!4m7!3m6!1s0x12c98d9ec2fdd841:0xa363b1751ac9c01c!8m2!3d43.5149178!4d5.4331516!16s%2Fg%2F11b6b2fwhj!19sChIJQdj9wp6NyRIRHMDJGnWxY6M?authuser=0&hl=fr&rclk=1"
"6 ème Sens Formation","Centre de formation continue","04 42 27 12 57","","","","http://www.academiecoiffurebeaute.com/","50 Rue Henri Bessemer","","Aix-en-Provence","FR","43.4834038","5.3814608","5","4","","Oui","","","","","0","","Non","https://www.google.com/maps/place/6+%C3%A8me+Sens+Formation/data=!4m7!3m6!1s0x12c9ed3aea966353:0x21e8a8c6e5eb0bd3!8m2!3d43.4834038!4d5.3814608!16s%2Fg%2F1hc31q0y9!19sChIJU2OW6jrtyRIR0wvr5cao6CE?authuser=0&hl=fr&rclk=1"
"Makeup Institute Miami","Centre de formation continue","06 12 20 14 87","","","","https://www.makeupmiami.institute/","11 Rue Louise Colet","","Aix-en-Provence","FR","43.5275674","5.4347645","5","145","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Makeup+Institute+Miami/data=!4m7!3m6!1s0x12c98df0a0e377bd:0xbe5bf2934fa53f7b!8m2!3d43.5275674!4d5.4347645!16s%2Fg%2F11q84n2d_6!19sChIJvXfjoPCNyRIRez-lT5PyW74?authuser=0&hl=fr&rclk=1"
"Institut Chiapi - Centre de formation sevrage tabagique","Centre de formation","04 82 29 92 14","","","","https://arreterdefumer.info/","","","Aix-en-Provence","FR","43.5250318","5.4466188","5","16","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Institut+Chiapi+-+Centre+de+formation+sevrage+tabagique/data=!4m7!3m6!1s0x6682b50d06f3d5ab:0xe8cecc03e4fbd5a7!8m2!3d43.5250318!4d5.4466188!16s%2Fg%2F11t7p752b3!19sChIJq9XzBg21gmYRp9X75APMzug?authuser=0&hl=fr&rclk=1"
"Odyssée Bien-Être - Massages et Formation - Aix-en-Provence","Centre de formation","06 15 43 08 18","","contact.odysseeformation@gmail.com","contact.odysseeformation@gmail.com (contact); aoreade@yahoo.fr (contact)","http://odyssee-bienetre.com/","","","Aix-en-Provence","FR","43.514264","5.4695371","5","32","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Odyss%C3%A9e+Bien-%C3%8Atre+-+Massages+et+Formation+-+Aix-en-Provence/data=!4m7!3m6!1s0x12c98db098f59b9d:0xcfd6fc3800892a61!8m2!3d43.514264!4d5.4695371!16s%2Fg%2F11c1t5_00l!19sChIJnZv1mLCNyRIRYSqJADj81s8?authuser=0&hl=fr&rclk=1"
"IRFEDD","Centre de formation continue","04 42 61 17 29","","","","http://irfedd.org/","","","Aix-en-Provence","FR","43.4894194","5.3344197","5","1","","Non","","","","","0","","Non","https://www.google.com/maps/place/IRFEDD/data=!4m7!3m6!1s0x12c9edc0eb58c8bf:0x988a0fd13426c634!8m2!3d43.4894194!4d5.3344197!16s%2Fg%2F11b6__7gw0!19sChIJv8hY68DtyRIRNMYmNNEPipg?authuser=0&hl=fr&rclk=1"
"Formation commerciale et managériale à Aix en Provence - Booster Academy","Centre de formation continue","07 52 23 35 72","","contact@booster-academy.fr","contact@booster-academy.fr (contact)","https://www.booster-academy.fr/nos-centres-de-formation-commerciale/aix-en-provence/","","","Aix-en-Provence","FR","43.4813909","5.3650708","5","29","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Formation+commerciale+et+manag%C3%A9riale+%C3%A0+Aix+en+Provence+-+Booster+Academy/data=!4m7!3m6!1s0x12c9ed1af842b07d:0xe05a15035908ad38!8m2!3d43.4813909!4d5.3650708!16s%2Fg%2F11f_j3hyn2!19sChIJfbBC-BrtyRIROK0IWQMVWuA?authuser=0&hl=fr&rclk=1"
"Formation HACCP & Permis d'Exploitation Aix en Provence","Centre de formation","04 22 59 10 00","","contact@lemoinscher-formation.com","contact@lemoinscher-formation.com (contact)","https://www.lemoinscher-formation.com/","","","Aix-en-Provence","FR","43.5121933","5.4698285","5","1","","Oui","","","","","0","","Non","https://www.google.com/maps/place/Formation+HACCP+%26+Permis+d%27Exploitation+Aix+en+Provence/data=!4m7!3m6!1s0x12c98dc2df512ead:0x396644bc83d1ff05!8m2!3d43.5121933!4d5.4698285!16s%2Fg%2F11nnwcq4qr!19sChIJrS5R38KNyRIRBf_Rg7xEZjk?authuser=0&hl=fr&rclk=1"
